"","ResponseId","income","exp1_tech_cons"
"1155","R_3h6IjVvAYPL6AnN","1.501€ - 1.800€","1.501€ - 1.800€"
"1156","R_0Ch0uNG0y8mN8kh","1.801€ - 2.100€","1.801€ - 2.100€"
"1157","R_2dSxydyYu6bMmri","600€ or less","600€ or less"
"1158","R_3NXuyL20plSkRnT","2.301€ - 2.750€","2.301€ - 2.750€"
"1159","R_1f3oick257FIC66","601€ - 900€","601€ - 900€"
"1160","R_1BQ5ZVVLBtT5LDt","1.201€ - 1.500€","1.201€ - 1.500€"
"1161","R_xuey0Eum2Fmh7xf","601€ - 900€","601€ - 900€"
"1162","R_265PAy2tszaosXG","2.101€ - 2.400€","2.101€ - 2.400€"
"1163","R_096hl5qHRUEgaad","1.201€ - 1.500€","1.201€ - 1.500€"
"1164","R_2bORnBVUYbGGp0d","600€ or less","600€ or less"
"1165","R_Rnux5fhgldtClbz","1.801€ - 2.100€","1.801€ - 2.100€"
"1166","R_32Q2njWBg19BoZ7","901€ - 1.200€","901€ - 1.200€"
"1167","R_333kfQPNgvrWtRq","600€ or less","600€ or less"
"1168","R_3MR8jASUWpLFPpH","1.801€ - 2.100€","1.801€ - 2.100€"
"1169","R_1I4vYbLPPN1QIKt","901€ - 1.200€","901€ - 1.200€"
"1170","R_3fSRLY5rMwwJvC3","600€ or less","600€ or less"
"1171","R_2tMVAYRONqoHW9z","601€ - 900€","601€ - 900€"
"1172","R_300uiC46ViKCWfu","600€ or less","600€ or less"
"1173","R_qUQbKnPHaxWbYOJ","600€ or less","600€ or less"
"1174","R_3GexAGPZGVjOq8R","600€ or less","600€ or less"
"1175","R_yyHZ8q8NkmgZOjD","1.801€ - 2.100€","1.801€ - 2.100€"
"1176","R_etSFpugJioUSsh3","601€ - 900€","601€ - 900€"
"1177","R_aW3PmwcV0nL9Kql","600€ or less","600€ or less"
"1178","R_24iaHVD1NG7APmt","600€ or less","600€ or less"
"1179","R_AL4kYq50auEDhFD","901€ - 1.200€","901€ - 1.200€"
"1180","R_2DS2Rbpa9Gjhewz","600€ or less","600€ or less"
"1181","R_2cdt0AQW4QldVG1","600€ or less","600€ or less"
"1182","R_3ho5CTTng82O6hP","1.501€ - 1.800€","1.501€ - 1.800€"
"1183","R_1mRyOIbEfrhozm2","600€ or less","600€ or less"
"1184","R_RrvbzUUmZ64ItDr","2.101€ - 2.400€","2.101€ - 2.400€"
"1185","R_1o5MD3mSR1bzTbq","600€ or less","600€ or less"
"1186","R_3CNpxZR81lJafrv","600€ or less","600€ or less"
"1187","R_2rkFjFXkewpecZc","600€ or less","600€ or less"
"1188","R_0UjbSM6imOvY6Rz","901€ - 1.200€","901€ - 1.200€"
"1189","R_1LYcjORH7ODtgeI","2.101€ - 2.400€","2.101€ - 2.400€"
"1190","R_UQ1zZAjpxjMyXSh","1.201€ - 1.500€","1.201€ - 1.500€"
"1191","R_bqgqg3UCohcNxYZ","600€ or less","600€ or less"
"1192","R_3r06JUKHOfD1eDd","901€ - 1.200€","901€ - 1.200€"
"1193","R_siGmhAN087nHhkd","1.801€ - 2.100€","1.801€ - 2.100€"
"1194","R_1P7rBUKkGhZ5X5C","1.201€ - 1.500€","1.201€ - 1.500€"
"1195","R_1P8dxR6wfFemuTF","600€ or less","600€ or less"
"1196","R_32JWNiIfCP2LOqB","2.301€ - 2.750€","2.301€ - 2.750€"
"1197","R_1Nr4BOPb4Qc5aDL","600€ or less","600€ or less"
"1198","R_2YonVeA2iUhXy7Q","1.501€ - 1.800€","1.501€ - 1.800€"
"1199","R_1nOZIrkQ1w72JI9","600€ or less","600€ or less"
"1200","R_3OejqTg35AAHeED","1.201€ - 1.500€","1.201€ - 1.500€"
"1201","R_C3kQDTQ2hOajMrf","601€ - 900€","601€ - 900€"
"1202","R_2ydPRbEyD03V1jT","1.501€ - 1.800€","1.501€ - 1.800€"
"1203","R_31GhCB2j1GcGepy","1.501€ - 1.800€","1.501€ - 1.800€"
"1204","R_3j2PMjNDubMimgo","1.201€ - 1.500€","1.201€ - 1.500€"
"1205","R_2xLsZ1QGiRlXTwh","601€ - 900€","601€ - 900€"
"1206","R_27s4GvP011EIgOn","601€ - 900€","601€ - 900€"
"1207","R_2E6mqJg0cq6QuWy","1.201€ - 1.500€","1.201€ - 1.500€"
"1208","R_9tc8N61jrX6gxS9","1.501€ - 1.800€","1.501€ - 1.800€"
"1209","R_wMYpqVnVgTZBZxD","1.801€ - 2.100€","1.801€ - 2.100€"
"1210","R_1KwhCbFuHJthZbo","1.501€ - 1.800€","1.501€ - 1.800€"
"1211","R_2ahpRhEsCQN8mVU","1.201€ - 1.500€","1.201€ - 1.500€"
"1212","R_3Htx3osMroir141","901€ - 1.200€","901€ - 1.200€"
"1213","R_1GP8InHHbUnNd1g","1.801€ - 2.100€","1.801€ - 2.100€"
"1214","R_3sabtDlpYu9SaW0","600€ or less","600€ or less"
"1215","R_3kNALQWh96Fl9GM","901€ - 1.200€","901€ - 1.200€"
"1216","R_yNITfe6x0zGSO2d","2.101€ - 2.400€","2.101€ - 2.400€"
"1217","R_1OZxA9aZ7Aon6C8","600€ or less","600€ or less"
"1218","R_5nDOW544ZyHOubv","1.201€ - 1.500€","1.201€ - 1.500€"
"1219","R_1hKboq2NRO9P8Js","1.201€ - 1.500€","1.201€ - 1.500€"
"1220","R_31TAibKPWXJDgvA","901€ - 1.200€","901€ - 1.200€"
"1221","R_3rVuKLWMKLbFJrH","601€ - 900€","601€ - 900€"
"1222","R_1cZlmIc5vdJxR4j","1.801€ - 2.100€","1.801€ - 2.100€"
"1223","R_2tKcKziRVpy6wCc","600€ or less","600€ or less"
"1224","R_1Q5hY3GkGjpzXRn","1.201€ - 1.500€","1.201€ - 1.500€"
"1225","R_2zzQ42VWVwuAPz1","2.101€ - 2.400€","2.101€ - 2.400€"
"1226","R_2PujxR5FCSJejAU","1.201€ - 1.500€","1.201€ - 1.500€"
"1227","R_1gOLwEmUMrR5SQE","901€ - 1.200€","901€ - 1.200€"
"1228","R_1dBlYtj4oTdIikQ","1.501€ - 1.800€","1.501€ - 1.800€"
"1229","R_3PSI08djBWtfh2z","901€ - 1.200€","901€ - 1.200€"
"1230","R_3dXLT3a8DM4aB83","600€ or less","600€ or less"
"1231","R_VIST4CmgvtJaXsd","2.751€ - 3.550€","2.751€ - 3.550€"
"1232","R_2Sq29YI441TV7ou","901€ - 1.200€","901€ - 1.200€"
"1233","R_vprk2aSKT8M1Ctb","1.201€ - 1.500€","1.201€ - 1.500€"
"1234","R_pSKq1GwvPNFfKa5","901€ - 1.200€","901€ - 1.200€"
"1235","R_9FBTS9M1yLjDtIJ","600€ or less","600€ or less"
"1236","R_2ePDdZWGxaecIrh","1.801€ - 2.100€","1.801€ - 2.100€"
"1237","R_XB40frUWClpdOPT","600€ or less","600€ or less"
"1238","R_2R2eE5Jw4ncxi0M","1.501€ - 1.800€","1.501€ - 1.800€"
"1239","R_3MJS8EidK4RVAQf","601€ - 900€","601€ - 900€"
"1240","R_Rq3xSC8hiQplKKt","901€ - 1.200€","901€ - 1.200€"
"1241","R_1HP3u5VZz1N8iBP","1.201€ - 1.500€","1.201€ - 1.500€"
"1242","R_3hoTBzJgTueVL8N","601€ - 900€","601€ - 900€"
"1243","R_BFV5o4nnct5UjQd","1.501€ - 1.800€","1.501€ - 1.800€"
"1244","R_3KJYjmCalfdw4Rg","901€ - 1.200€","901€ - 1.200€"
"1245","R_wYGXTUGytkIoVfr","600€ or less","600€ or less"
"1246","R_SJCILaQ9Suh6xfr","600€ or less","600€ or less"
"1247","R_3Po7mDmg6shHcIX","1.501€ - 1.800€","1.501€ - 1.800€"
"1248","R_2Bhbejuyh4Lfxty","1.501€ - 1.800€","1.501€ - 1.800€"
"1249","R_3lQhopvgkOGplwf","601€ - 900€","601€ - 900€"
"1250","R_12PS5bv3bLs7j0I","600€ or less","600€ or less"
"1251","R_3dLB4SDCsYONcRF","600€ or less","600€ or less"
"1252","R_1JVngWmKkse9Jtz","600€ or less","600€ or less"
"1253","R_2EE5ILSIuJrt3xh","901€ - 1.200€","901€ - 1.200€"
"1254","R_1dpjvyPaxB01eYg","901€ - 1.200€","901€ - 1.200€"
"1255","R_3Rgx5rzzRB3ROEe","601€ - 900€","601€ - 900€"
"1256","R_2zeVJEbMx6VjnU4","2.751€ - 3.550€","2.751€ - 3.550€"
"1257","R_10pdB9PvskhGJ6t","600€ or less","600€ or less"
"1258","R_ALhBvX5oI6DkIeZ","2.301€ - 2.750€","2.301€ - 2.750€"
"1259","R_3kzBwkDvX0t1jUF","901€ - 1.200€","901€ - 1.200€"
"1260","R_26hz7VRmCjH06vf","601€ - 900€","601€ - 900€"
"1261","R_2PoLyTQMQ3wxshh","1.201€ - 1.500€","1.201€ - 1.500€"
"1262","R_1KeEX7ZwTnC4YYz","600€ or less","600€ or less"
"1263","R_2ZK9cyUxqJ4oUQN","1.501€ - 1.800€","1.501€ - 1.800€"
"1264","R_WB5gKp1OTAIfBlL","601€ - 900€","601€ - 900€"
"1265","R_1o7rBWlzi2m2cj2","901€ - 1.200€","901€ - 1.200€"
"1266","R_3EMdfPxr7w9dMOR","2.101€ - 2.400€","2.101€ - 2.400€"
"1267","R_1XHxc0L6TbYGjSN","1.201€ - 1.500€","1.201€ - 1.500€"
"1268","R_2OMA4lMtxf3jSEm","600€ or less","600€ or less"
"1269","R_1OJmv4Uvp9AVH8M","1.201€ - 1.500€","1.201€ - 1.500€"
"1270","R_3MEYRAjK0yuGaAU","1.801€ - 2.100€","1.801€ - 2.100€"
"1271","R_Bs7eyHjQtRmLuyB","601€ - 900€","601€ - 900€"
"1272","R_3lWWaF8dsCdJT89","600€ or less","600€ or less"
"1273","R_11bXczXBlWpobOr","1.201€ - 1.500€","1.201€ - 1.500€"
"1274","R_2qyD5yyzTQzMOnX","1.201€ - 1.500€","1.201€ - 1.500€"
"1275","R_2ZELu7uFcG0DJPN","1.501€ - 1.800€","1.501€ - 1.800€"
"1276","R_3nI8ACNxvtGWbN7","1.201€ - 1.500€","1.201€ - 1.500€"
"1277","R_bO6hZLmTs6W5LPj","1.201€ - 1.500€","1.201€ - 1.500€"
"1278","R_OxrriM8S25L0Fgd","1.801€ - 2.100€","1.801€ - 2.100€"
"1279","R_OEhn6PAX9I7VchH","1.501€ - 1.800€","1.501€ - 1.800€"
"1280","R_3PdiU0hvx92SniJ","601€ - 900€","601€ - 900€"
"1281","R_3iVbrR2ph4yeFi5","1.201€ - 1.500€","1.201€ - 1.500€"
"1282","R_2uwYYgqHopfeqxX","1.801€ - 2.100€","1.801€ - 2.100€"
"1283","R_2t3zm83UGVV26eJ","1.201€ - 1.500€","1.201€ - 1.500€"
"1284","R_1GHYLcvfhpNYsgM","600€ or less","600€ or less"
"1285","R_8l9c4o1GSiQ8asN","901€ - 1.200€","901€ - 1.200€"
"1286","R_3nvjvJ7yDDk7nej","1.501€ - 1.800€","1.501€ - 1.800€"
"1287","R_3ff0O2c5CZYmQji","901€ - 1.200€","901€ - 1.200€"
"1288","R_O1eQ3ZulKdVVwYN","601€ - 900€","601€ - 900€"
"1289","R_YPLbGSmXpCNtsMF","600€ or less","600€ or less"
"1290","R_1FE2coVALQruxVL","601€ - 900€","601€ - 900€"
"1291","R_3rVz6aN4dKzgE3N","1.201€ - 1.500€","1.201€ - 1.500€"
"1292","R_3s4Yn4DYdzoumUp","2.101€ - 2.400€","2.101€ - 2.400€"
"1293","R_1LOIl2iRLcUkJMG","1.501€ - 1.800€","1.501€ - 1.800€"
"1294","R_23dl0EVxC1CpZCY","1.201€ - 1.500€","1.201€ - 1.500€"
"1295","R_3fT4asedFiIIxnU","901€ - 1.200€","901€ - 1.200€"
"1296","R_2r5RcQfFuk1LDI5","601€ - 900€","601€ - 900€"
"1297","R_1g0JHHFsjOt7eQt","600€ or less","600€ or less"
"1298","R_3MfHzRZ9SQ9xKhn","1.501€ - 1.800€","1.501€ - 1.800€"
"1299","R_2rNL9aPKcbcsh27","1.501€ - 1.800€","1.501€ - 1.800€"
"1300","R_1gchRlhzqkKfvC2","600€ or less","600€ or less"
"1301","R_XFCLUUfnsxWzlWp","601€ - 900€","601€ - 900€"
"1302","R_3lGpTUsJdAe2RCD","600€ or less","600€ or less"
"1303","R_1nOsjW6JhU0AKmM","600€ or less","600€ or less"
"1304","R_1KjOLG0QH0XOcZD","1.801€ - 2.100€","1.801€ - 2.100€"
"1305","R_w1O6RBldsrYa7jr","600€ or less","600€ or less"
"1306","R_3PbsLZjmBExkB3w","601€ - 900€","601€ - 900€"
"1307","R_2S1OhRZoWN2n6rn","600€ or less","600€ or less"
"1308","R_245DLj97DVHsJee","901€ - 1.200€","901€ - 1.200€"
"1309","R_1eXncGhbbJL35yk","601€ - 900€","601€ - 900€"
"1310","R_26etWyTE3H9oe48","901€ - 1.200€","901€ - 1.200€"
"1311","R_BMq5jPoMT4MVO4F","901€ - 1.200€","901€ - 1.200€"
"1312","R_2dg2n00QQlgVgW0","1.201€ - 1.500€","1.201€ - 1.500€"
"1313","R_22VaXgSUz0aKOyy","1.201€ - 1.500€","1.201€ - 1.500€"
"1314","R_2vdI7OtnrWggSqf","901€ - 1.200€","901€ - 1.200€"
"1315","R_40ki9qhnu03jPNv","600€ or less","600€ or less"
"1316","R_2CfSsqTgp3lloAH","1.501€ - 1.800€","1.501€ - 1.800€"
"1317","R_3GjIfgGwXswH7Ra","901€ - 1.200€","901€ - 1.200€"
"1318","R_2ZIvKLiDl3P4U8V","600€ or less","600€ or less"
"1319","R_2yk1mvXzXD4O6MR","1.201€ - 1.500€","1.201€ - 1.500€"
"1320","R_2cnIncVZex4fxG8","1.501€ - 1.800€","1.501€ - 1.800€"
"1321","R_1lAeouTv9rSfc21","600€ or less","600€ or less"
"1322","R_Pv9vfCoFhUNJprb","901€ - 1.200€","901€ - 1.200€"
"1323","R_Brp0ejJpz7r0jFn","More than 3.550€","More than 3.550€"
"1324","R_2dgBwJv1jLc6REC","601€ - 900€","601€ - 900€"
"1325","R_2UYrLP4NuDOkbFh","1.201€ - 1.500€","1.201€ - 1.500€"
"1326","R_4HFGzNAvkysadTH","600€ or less","600€ or less"
"1327","R_1g1s4bS3DAZyjvq","1.501€ - 1.800€","1.501€ - 1.800€"
"1328","R_3iOkMlk9D9GTUWy","1.201€ - 1.500€","1.201€ - 1.500€"
"1329","R_9S6nGgkl9rDIpY5","1.801€ - 2.100€","1.801€ - 2.100€"
"1330","R_3n2xk1W2GM4Wloi","1.801€ - 2.100€","1.801€ - 2.100€"
"1331","R_126n3cabUR5RMIl","601€ - 900€","601€ - 900€"
"1332","R_30ob7Q3sTA7arN0","600€ or less","600€ or less"
"1333","R_3r2RCSRqRsWFWKz","600€ or less","600€ or less"
"1334","R_2qlWUlVTaLWn0Sa","2.101€ - 2.400€","2.101€ - 2.400€"
"1335","R_2cBY5VuzjrBdTst","600€ or less","600€ or less"
"1336","R_2BeC7MabN0pXhGK","901€ - 1.200€","901€ - 1.200€"
"1337","R_V42ME8oUmeonvyx","600€ or less","600€ or less"
"1338","R_1kGQCCFpjoF4WWD","1.201€ - 1.500€","1.201€ - 1.500€"
"1339","R_3y2n7i9DZehcoud","600€ or less","600€ or less"
"1340","R_1msJHNE9VcYBv6c","600€ or less","600€ or less"
"1341","R_2uOFF5nluB4xAyt","1.201€ - 1.500€","1.201€ - 1.500€"
"1342","R_1jADJKDPnuYJDh0","600€ or less","600€ or less"
"1343","R_0lfRxhf4OzoKAnf","901€ - 1.200€","901€ - 1.200€"
"1344","R_3oyYh1D3rppV54p","901€ - 1.200€","901€ - 1.200€"
"1345","R_yPTCjzj0SGilwWt","600€ or less","600€ or less"
"1346","R_22K3REOU2lWc2qC","600€ or less","600€ or less"
"1347","R_REyAIT2GiCmZvzP","901€ - 1.200€","901€ - 1.200€"
"1348","R_3h3B0qHaL2NVEXO","901€ - 1.200€","901€ - 1.200€"
"1349","R_2DVaBkaNF8TOKL9","901€ - 1.200€","901€ - 1.200€"
"1350","R_2dzJ7VyzVjJLdUK","601€ - 900€","601€ - 900€"
"1351","R_21bqQQye6p1VKjj","1.501€ - 1.800€","1.501€ - 1.800€"
"1352","R_2eVA4K3fN0dsLtM","901€ - 1.200€","901€ - 1.200€"
"1353","R_3CW4IZn9aJgIh5f","600€ or less","600€ or less"
"1354","R_etZO6Ni778fpbEt","2.101€ - 2.400€","2.101€ - 2.400€"
"1355","R_2z6gnsFgfUN7UrA","600€ or less","600€ or less"
"1356","R_YS6lWoSGNfwIwIV","601€ - 900€","601€ - 900€"
"1357","R_2f2rqu8UsofzfUn","601€ - 900€","601€ - 900€"
"1358","R_2dQmekiyXuFs34E","600€ or less","600€ or less"
"1359","R_3s5J8F6hNzubJZv","1.501€ - 1.800€","1.501€ - 1.800€"
"1360","R_r9FcPPll0NoR2O5","600€ or less","600€ or less"
"1361","R_viVlxjIv4O1XLBT","1.201€ - 1.500€","1.201€ - 1.500€"
"1362","R_SBh5embSLrRnWz7","1.201€ - 1.500€","1.201€ - 1.500€"
"1363","R_1JWwShCPITR629E","1.201€ - 1.500€","1.201€ - 1.500€"
"1364","R_2fJVA07LPLNDVf5","901€ - 1.200€","901€ - 1.200€"
"1365","R_2aRoplXld3qhJpD","1.201€ - 1.500€","1.201€ - 1.500€"
"1366","R_116hbYXxQT9Hhy8","1.201€ - 1.500€","1.201€ - 1.500€"
"1367","R_AvrhUdSs4UCBoZ3","600€ or less","600€ or less"
"1368","R_1C3LB7JlkcNVkfC","600€ or less","600€ or less"
"1369","R_qyD5hVUTRXlVYv7","600€ or less","600€ or less"
"1370","R_spxc3EHoAuSVhdv","901€ - 1.200€","901€ - 1.200€"
"1371","R_1irFFKGuXYsZXEM","601€ - 900€","601€ - 900€"
"1372","R_2v1A23KaUdl7ryU","600€ or less","600€ or less"
"1373","R_1OlQnc7PrPredOO","1.801€ - 2.100€","1.801€ - 2.100€"
"1374","R_31BfXmevsHe631B","2.301€ - 2.750€","2.301€ - 2.750€"
"1375","R_1Nh6iXZ2jhcfgtW","600€ or less","600€ or less"
"1376","R_3nC5eYyslwh4Qys","901€ - 1.200€","901€ - 1.200€"
"1377","R_1jWeQc6MPpVhAkD","601€ - 900€","601€ - 900€"
"1378","R_1hVTsT3BFISxBnd","1.501€ - 1.800€","1.501€ - 1.800€"
"1379","R_1CqeNE5rUDuxbkm","1.801€ - 2.100€","1.801€ - 2.100€"
"1380","R_2ZCZHH5lGjrg9js","600€ or less","600€ or less"
"1381","R_R7Sy24kWQK5orO9","1.501€ - 1.800€","1.501€ - 1.800€"
"1382","R_2dXVfb0eyRee4uf","901€ - 1.200€","901€ - 1.200€"
"1383","R_ze4EQpsh80YStP3","1.501€ - 1.800€","1.501€ - 1.800€"
"1384","R_2CemG9cMEZVOLlC","601€ - 900€","601€ - 900€"
"1385","R_1DZGUVpgjHUgkLR","600€ or less","600€ or less"
"1386","R_3dYVVm1sBvn6Mx2","600€ or less","600€ or less"
"1387","R_21odUP9YmSBc0IF","600€ or less","600€ or less"
"1388","R_3LjMuUobpK0h7cK","901€ - 1.200€","901€ - 1.200€"
"1389","R_3oAVJUDhQTEMbri","600€ or less","600€ or less"
"1390","R_2XhQ8Kevi3e7j9q","600€ or less","600€ or less"
"1391","R_10AH5wpY25hlw63","1.501€ - 1.800€","1.501€ - 1.800€"
"1392","R_3FUIvxWEtIugBzG","600€ or less","600€ or less"
"1393","R_3KAPHvCQ31Dtnq4","901€ - 1.200€","901€ - 1.200€"
"1394","R_xzsXDrhmrRRFYlP","600€ or less","600€ or less"
"1395","R_0r2mt85kEkIp5At","600€ or less","600€ or less"
"1396","R_1DGtIG62W8JDnW1","600€ or less","600€ or less"
"1397","R_6VbHFqa5DCn1BbX","601€ - 900€","601€ - 900€"
"1398","R_1l9ye0GhMQTfEaG","1.801€ - 2.100€","1.801€ - 2.100€"
"1399","R_33Bw4tisQHn0pW1","901€ - 1.200€","901€ - 1.200€"
"1400","R_27Ql9pDfJ2sz1H4","1.501€ - 1.800€","1.501€ - 1.800€"
"1401","R_2t5OuZ3qLO2wSvZ","600€ or less","600€ or less"
"1402","R_Ybo5v4jorGMMNDH","901€ - 1.200€","901€ - 1.200€"
"1403","R_2CfXaNOCTe00YZd","1.801€ - 2.100€","1.801€ - 2.100€"
"1404","R_3PBnkhDw5tUZggx","901€ - 1.200€","901€ - 1.200€"
"1405","R_1CD3S1rKT6wBTQZ","1.201€ - 1.500€","1.201€ - 1.500€"
"1406","R_231vkczjinhBUrn","600€ or less","600€ or less"
"1407","R_2SxyPQZd2QWYH68","600€ or less","600€ or less"
"1408","R_1cTHd0JMPgnqVsq","600€ or less","600€ or less"
"1409","R_3NR46BuSRNr1TEJ","601€ - 900€","601€ - 900€"
"1410","R_1DUpGqkOMIIvxqm","600€ or less","600€ or less"
"1411","R_2Eo56pjLiD6Om6f","601€ - 900€","601€ - 900€"
"1412","R_3QMABA1ZynjA2Vo","600€ or less","600€ or less"
"1413","R_1KpgvOeubtTmIxJ","601€ - 900€","601€ - 900€"
"1414","R_32PJ3HM3zCE5oav","2.751€ - 3.550€","2.751€ - 3.550€"
"1415","R_2Crd1rwbGNVvclK","600€ or less","600€ or less"
"1416","R_2VkGXoeGuZ5tRTQ","600€ or less","600€ or less"
"1417","R_3fOuagwP02TxTh8","1.501€ - 1.800€","1.501€ - 1.800€"
"1418","R_1jdNdbc8XPpavkG","600€ or less","600€ or less"
"1419","R_3I6RNeZ6GRDue3e","901€ - 1.200€","901€ - 1.200€"
"1420","R_3Pe3gZh6Mrhj7mq","1.801€ - 2.100€","1.801€ - 2.100€"
"1421","R_2TNPlyy84i6DTyT","1.201€ - 1.500€","1.201€ - 1.500€"
"1422","R_O1DncRIavdO60dH","1.201€ - 1.500€","1.201€ - 1.500€"
"1423","R_pGbHNJJ2hSQ6MW5","2.751€ - 3.550€","2.751€ - 3.550€"
"1424","R_1flSOwCf7kqipTA","600€ or less","600€ or less"
"1425","R_2EH5BqtJnkbay4Y","600€ or less","600€ or less"
"1426","R_1MTgK8c8aGSsh41","1.201€ - 1.500€","1.201€ - 1.500€"
"1427","R_1gdx3AzWUQNZkSH","601€ - 900€","601€ - 900€"
"1428","R_3MiEcxpcs6jBHf4","600€ or less","600€ or less"
"1429","R_2TpA7s5K9Jj9Hzl","600€ or less","600€ or less"
"1430","R_1ouomt6DjBgP9TI","600€ or less","600€ or less"
"1431","R_1DPaKYkkzOLbceM","600€ or less","600€ or less"
"1432","R_1jjtqec6Whbouve","1.201€ - 1.500€","1.201€ - 1.500€"
"1433","R_XHaTnamBKVdDA9H","1.201€ - 1.500€","1.201€ - 1.500€"
"1434","R_3ELPBmIutHnTitv","1.501€ - 1.800€","1.501€ - 1.800€"
"1435","R_21sntqgXqm321mI","901€ - 1.200€","901€ - 1.200€"
"1436","R_3h4kj2otKirHCQN","600€ or less","600€ or less"
"1437","R_2ePEDzuuSfL3tZ1","601€ - 900€","601€ - 900€"
"1438","R_2QPSbb5BYT6EAOl","901€ - 1.200€","901€ - 1.200€"
"1439","R_3hfPdhgjxf6PpW6","1.501€ - 1.800€","1.501€ - 1.800€"
"1440","R_2VeWJEEyk33eBGn","600€ or less","600€ or less"
"1441","R_2fyctqu4GFSFLRs","600€ or less","600€ or less"
"1442","R_1LMzWDCAwFcpMih","2.751€ - 3.550€","2.751€ - 3.550€"
"1443","R_T5eu9jBVTai6adz","1.201€ - 1.500€","1.201€ - 1.500€"
"1444","R_Rw3Lxv6lzj6Kg9z","601€ - 900€","601€ - 900€"
"1445","R_2e9n4QnVHNe6MuV","2.301€ - 2.750€","2.301€ - 2.750€"
"1446","R_ZDLvs2pnW1H52Nj","600€ or less","600€ or less"
"1447","R_bj8md5tF1KHDAul","901€ - 1.200€","901€ - 1.200€"
"1448","R_2cdaSlzIVScwUY2","1.201€ - 1.500€","1.201€ - 1.500€"
"1449","R_2uBxx48WzD4Ui0j","601€ - 900€","601€ - 900€"
"1450","R_24A9NNlahax62Yp","600€ or less","600€ or less"
"1451","R_2qw4I5y61DNCVnl","901€ - 1.200€","901€ - 1.200€"
"1452","R_1d5ZTUb4y8tM3EL","1.201€ - 1.500€","1.201€ - 1.500€"
"1453","R_UbjP8BFTAfpCnkJ","600€ or less","600€ or less"
"1454","R_byz0zdRvXy6roit","2.301€ - 2.750€","2.301€ - 2.750€"
"1455","R_RqwGKEsGUZNQTYJ","600€ or less","600€ or less"
"1456","R_zYXIJlTLEILHtKN","601€ - 900€","601€ - 900€"
"1457","R_6Ykk18wYvwztcBP","More than 3.550€","More than 3.550€"
"1458","R_3e4yCktFbzfwNZe","1.801€ - 2.100€","1.801€ - 2.100€"
"1459","R_2VDX1iwuhmtyI7W","1.801€ - 2.100€","1.801€ - 2.100€"
"1460","R_1DI3I7Bb99ZKSYx","600€ or less","600€ or less"
"1461","R_31vBSHVbzWr0Pjx","601€ - 900€","601€ - 900€"
"1462","R_2v8kGxQzCceAp0n","1.201€ - 1.500€","1.201€ - 1.500€"
"1463","R_2doGWUfJ825JCru","600€ or less","600€ or less"
"1464","R_3HLhoNeqbJtD5zy","601€ - 900€","601€ - 900€"
"1465","R_3M3cEahZEUg895p","601€ - 900€","601€ - 900€"
"1466","R_2VDudpLusferoxZ","600€ or less","600€ or less"
"1467","R_1gAQAfI4dihp9hN","901€ - 1.200€","901€ - 1.200€"
"1468","R_1mP2NFv2MiGFTts","601€ - 900€","601€ - 900€"
"1469","R_1FlyVwNey126SC4","901€ - 1.200€","901€ - 1.200€"
"1470","R_1Lo1Gi26oMDCSIZ","600€ or less","600€ or less"
"1471","R_RIwvFDs3kMwX5f3","901€ - 1.200€","901€ - 1.200€"
"1472","R_RFvaG2lEYZEo30R","2.751€ - 3.550€","2.751€ - 3.550€"
"1473","R_3Mbz9c0IK3kIacu","601€ - 900€","601€ - 900€"
"1474","R_21hWiL2CatYZ0VJ","600€ or less","600€ or less"
"1475","R_1nZ3xY645X63uv4","901€ - 1.200€","901€ - 1.200€"
"1476","R_2EbqFGBhmmmeUQQ","600€ or less","600€ or less"
"1477","R_2tmaPA4MnSYSAz4","600€ or less","600€ or less"
"1478","R_2qq0z5wR7wKFpAW","1.501€ - 1.800€","1.501€ - 1.800€"
"1479","R_xobd8kAd6UHPOXT","600€ or less","600€ or less"
"1480","R_2DRWS1VJAguMRv1","601€ - 900€","601€ - 900€"
"1481","R_3kFm1rgps4y3vuR","901€ - 1.200€","901€ - 1.200€"
"1482","R_1PUId162fuBCOaB","2.101€ - 2.400€","2.101€ - 2.400€"
"1483","R_1lzv05YiQNLfpz1","601€ - 900€","601€ - 900€"
"1484","R_1gevB6sHxOQUsnZ","600€ or less","600€ or less"
"1485","R_oYypBB1aviA8dYB","1.201€ - 1.500€","1.201€ - 1.500€"
"1486","R_VW6dqsNlyoqsRbz","1.801€ - 2.100€","1.801€ - 2.100€"
"1487","R_3y3HlVOlfagPVJL","1.201€ - 1.500€","1.201€ - 1.500€"
"1488","R_1IT3XSNcLW0Jr8d","600€ or less","600€ or less"
"1489","R_3lGt65UluSJFMyE","600€ or less","600€ or less"
"1490","R_2c27QATqCC0WL0n","600€ or less","600€ or less"
"1491","R_W0RUm9LKhg48DmN","1.801€ - 2.100€","1.801€ - 2.100€"
"1492","R_XXNm1KIhiXOgLXr","1.801€ - 2.100€","1.801€ - 2.100€"
"1493","R_2fBA493biBEtNRN","1.801€ - 2.100€","1.801€ - 2.100€"
"1494","R_r169DKtNr0LGXrb","600€ or less","600€ or less"
